signature_id,interaction_id,fusion_id,matched_signature_name,signature_score,decision,confidence,matched_components_count,missing_components_count,recommendation
SIG-47F2B0EF,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.2,Weak Match,0.1538,1,3,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-6808C07F,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.2,Weak Match,0.1521,1,3,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-8B156AB9,INT-0005,FUSED-INT-0005,StandardMotorcycleSnatch,0.2,Weak Match,0.1391,1,3,ROUTINE RECORD: Interaction INT-0005 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-46800F23,INT-0006,FUSED-INT-0006,StandardMotorcycleSnatch,0.2,Weak Match,0.1461,1,3,ROUTINE RECORD: Interaction INT-0006 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-D5499765,INT-0007,FUSED-INT-0007,StandardMotorcycleSnatch,0.2,Weak Match,0.1692,1,3,ROUTINE RECORD: Interaction INT-0007 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-CC2BFBBA,INT-0008,FUSED-INT-0008,StandardMotorcycleSnatch,0.2,Weak Match,0.1809,1,3,ROUTINE RECORD: Interaction INT-0008 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-AFB64ABF,INT-0009,FUSED-INT-0009,StandardMotorcycleSnatch,0.2,Weak Match,0.1457,1,3,ROUTINE RECORD: Interaction INT-0009 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-759FCCFB,INT-0010,FUSED-INT-0010,StandardMotorcycleSnatch,0.2,Weak Match,0.147,1,3,ROUTINE RECORD: Interaction INT-0010 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-8451EDBD,INT-0011,FUSED-INT-0011,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0011 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-F774E1E3,INT-0012,FUSED-INT-0012,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0012 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-6F4E554E,INT-0013,FUSED-INT-0013,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0013 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-AA286732,INT-0014,FUSED-INT-0014,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0014 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-227E25F3,INT-0015,FUSED-INT-0015,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0015 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-2E18D3B9,INT-0016,FUSED-INT-0016,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0016 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-FF743C31,INT-0017,FUSED-INT-0017,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0017 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-061766CF,INT-0018,FUSED-INT-0018,StandardMotorcycleSnatch,0.2,Weak Match,0.1415,1,3,ROUTINE RECORD: Interaction INT-0018 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-C55F07D0,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.2,Weak Match,0.1681,1,3,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-F5F6CBEE,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-C16AFBA9,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.2,Weak Match,0.1538,1,3,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-C27EB054,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.2,Weak Match,0.1521,1,3,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-94594CE8,INT-0005,FUSED-INT-0005,StandardMotorcycleSnatch,0.2,Weak Match,0.1391,1,3,ROUTINE RECORD: Interaction INT-0005 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-8C024497,INT-0006,FUSED-INT-0006,StandardMotorcycleSnatch,0.2,Weak Match,0.1461,1,3,ROUTINE RECORD: Interaction INT-0006 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-8CEEC778,INT-0007,FUSED-INT-0007,StandardMotorcycleSnatch,0.2,Weak Match,0.1692,1,3,ROUTINE RECORD: Interaction INT-0007 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-1501D987,INT-0008,FUSED-INT-0008,StandardMotorcycleSnatch,0.2,Weak Match,0.1809,1,3,ROUTINE RECORD: Interaction INT-0008 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-84EFE16A,INT-0009,FUSED-INT-0009,StandardMotorcycleSnatch,0.2,Weak Match,0.1457,1,3,ROUTINE RECORD: Interaction INT-0009 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-2F126D85,INT-0010,FUSED-INT-0010,StandardMotorcycleSnatch,0.2,Weak Match,0.147,1,3,ROUTINE RECORD: Interaction INT-0010 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-B29EAD95,INT-0011,FUSED-INT-0011,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0011 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-FE4369E3,INT-0012,FUSED-INT-0012,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0012 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-E90F5358,INT-0013,FUSED-INT-0013,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0013 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-51C28E91,INT-0014,FUSED-INT-0014,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0014 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-3A4E2B66,INT-0015,FUSED-INT-0015,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0015 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-22429556,INT-0016,FUSED-INT-0016,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0016 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-73131B4E,INT-0017,FUSED-INT-0017,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0017 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-E3B4A1C6,INT-0018,FUSED-INT-0018,StandardMotorcycleSnatch,0.2,Weak Match,0.1415,1,3,ROUTINE RECORD: Interaction INT-0018 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-160BBFD8,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.2,Weak Match,0.1681,1,3,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-197EE488,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-DE41D86E,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.2,Weak Match,0.1538,1,3,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-0FA42F5A,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.2,Weak Match,0.1521,1,3,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-4C3E5976,INT-0005,FUSED-INT-0005,StandardMotorcycleSnatch,0.2,Weak Match,0.1391,1,3,ROUTINE RECORD: Interaction INT-0005 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-2B2C0C90,INT-0006,FUSED-INT-0006,StandardMotorcycleSnatch,0.2,Weak Match,0.1461,1,3,ROUTINE RECORD: Interaction INT-0006 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-5B655FA9,INT-0007,FUSED-INT-0007,StandardMotorcycleSnatch,0.2,Weak Match,0.1692,1,3,ROUTINE RECORD: Interaction INT-0007 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-89E70FBD,INT-0008,FUSED-INT-0008,StandardMotorcycleSnatch,0.2,Weak Match,0.1809,1,3,ROUTINE RECORD: Interaction INT-0008 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-B910138F,INT-0009,FUSED-INT-0009,StandardMotorcycleSnatch,0.2,Weak Match,0.1457,1,3,ROUTINE RECORD: Interaction INT-0009 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-24A47A0C,INT-0010,FUSED-INT-0010,StandardMotorcycleSnatch,0.2,Weak Match,0.147,1,3,ROUTINE RECORD: Interaction INT-0010 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-4E98B6A4,INT-0011,FUSED-INT-0011,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0011 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-8077A264,INT-0012,FUSED-INT-0012,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0012 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-4D04279C,INT-0013,FUSED-INT-0013,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0013 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-F49A4E9D,INT-0014,FUSED-INT-0014,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0014 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-3F8DDE10,INT-0015,FUSED-INT-0015,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0015 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-32E2EBFF,INT-0016,FUSED-INT-0016,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0016 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-D80E18F7,INT-0017,FUSED-INT-0017,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0017 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-DF934C68,INT-0018,FUSED-INT-0018,StandardMotorcycleSnatch,0.2,Weak Match,0.1415,1,3,ROUTINE RECORD: Interaction INT-0018 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-AE64877B,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.2,Weak Match,0.1681,1,3,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-964173EE,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-762E15D2,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.2,Weak Match,0.1538,1,3,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-33E8E3E1,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.2,Weak Match,0.1521,1,3,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-8CD89738,INT-0005,FUSED-INT-0005,StandardMotorcycleSnatch,0.2,Weak Match,0.1391,1,3,ROUTINE RECORD: Interaction INT-0005 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-4F05F0CF,INT-0006,FUSED-INT-0006,StandardMotorcycleSnatch,0.2,Weak Match,0.1461,1,3,ROUTINE RECORD: Interaction INT-0006 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-E348B094,INT-0007,FUSED-INT-0007,StandardMotorcycleSnatch,0.2,Weak Match,0.1692,1,3,ROUTINE RECORD: Interaction INT-0007 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-D076F9CA,INT-0008,FUSED-INT-0008,StandardMotorcycleSnatch,0.2,Weak Match,0.1809,1,3,ROUTINE RECORD: Interaction INT-0008 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-F4174BA4,INT-0009,FUSED-INT-0009,StandardMotorcycleSnatch,0.2,Weak Match,0.1457,1,3,ROUTINE RECORD: Interaction INT-0009 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-C333E506,INT-0010,FUSED-INT-0010,StandardMotorcycleSnatch,0.2,Weak Match,0.147,1,3,ROUTINE RECORD: Interaction INT-0010 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-7E83C26B,INT-0011,FUSED-INT-0011,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0011 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-CE35B806,INT-0012,FUSED-INT-0012,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0012 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-310ED6F9,INT-0013,FUSED-INT-0013,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0013 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-99599AFE,INT-0014,FUSED-INT-0014,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0014 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-F3B7737F,INT-0015,FUSED-INT-0015,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0015 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-A21C7826,INT-0016,FUSED-INT-0016,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0016 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-DA2B0A06,INT-0017,FUSED-INT-0017,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0017 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-D900647D,INT-0018,FUSED-INT-0018,StandardMotorcycleSnatch,0.2,Weak Match,0.1415,1,3,ROUTINE RECORD: Interaction INT-0018 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-1B3EF972,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.2,Weak Match,0.1681,1,3,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-FAECA336,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-C1A1E908,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.2,Weak Match,0.1538,1,3,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-6E9B274A,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.2,Weak Match,0.1521,1,3,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-A94096EC,INT-0005,FUSED-INT-0005,StandardMotorcycleSnatch,0.2,Weak Match,0.1391,1,3,ROUTINE RECORD: Interaction INT-0005 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-76766AFC,INT-0006,FUSED-INT-0006,StandardMotorcycleSnatch,0.2,Weak Match,0.1461,1,3,ROUTINE RECORD: Interaction INT-0006 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-D707018C,INT-0007,FUSED-INT-0007,StandardMotorcycleSnatch,0.2,Weak Match,0.1692,1,3,ROUTINE RECORD: Interaction INT-0007 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-02956100,INT-0008,FUSED-INT-0008,StandardMotorcycleSnatch,0.2,Weak Match,0.1809,1,3,ROUTINE RECORD: Interaction INT-0008 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-C341F57D,INT-0009,FUSED-INT-0009,StandardMotorcycleSnatch,0.2,Weak Match,0.1457,1,3,ROUTINE RECORD: Interaction INT-0009 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-1BC47B9A,INT-0010,FUSED-INT-0010,StandardMotorcycleSnatch,0.2,Weak Match,0.147,1,3,ROUTINE RECORD: Interaction INT-0010 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-D76E9479,INT-0011,FUSED-INT-0011,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0011 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-52856942,INT-0012,FUSED-INT-0012,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0012 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-2854EF2F,INT-0013,FUSED-INT-0013,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0013 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-564666B3,INT-0014,FUSED-INT-0014,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0014 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-39E61D15,INT-0015,FUSED-INT-0015,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0015 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-01446DED,INT-0016,FUSED-INT-0016,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0016 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-666C6F2E,INT-0017,FUSED-INT-0017,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0017 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-0C99E0DB,INT-0018,FUSED-INT-0018,StandardMotorcycleSnatch,0.2,Weak Match,0.1415,1,3,ROUTINE RECORD: Interaction INT-0018 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-251E8A49,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.2,Weak Match,0.1681,1,3,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-4569B8FE,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-D2AC4863,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.2,Weak Match,0.1538,1,3,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-1B50A080,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.2,Weak Match,0.152,1,3,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-B39884F1,INT-0005,FUSED-INT-0005,StandardMotorcycleSnatch,0.2,Weak Match,0.1391,1,3,ROUTINE RECORD: Interaction INT-0005 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-BBDB5299,INT-0006,FUSED-INT-0006,StandardMotorcycleSnatch,0.2,Weak Match,0.1461,1,3,ROUTINE RECORD: Interaction INT-0006 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-9F91D4A7,INT-0007,FUSED-INT-0007,StandardMotorcycleSnatch,0.2,Weak Match,0.1692,1,3,ROUTINE RECORD: Interaction INT-0007 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-EC5A94D7,INT-0008,FUSED-INT-0008,StandardMotorcycleSnatch,0.2,Weak Match,0.1809,1,3,ROUTINE RECORD: Interaction INT-0008 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-D07794CF,INT-0009,FUSED-INT-0009,StandardMotorcycleSnatch,0.2,Weak Match,0.1457,1,3,ROUTINE RECORD: Interaction INT-0009 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-138E5386,INT-0010,FUSED-INT-0010,StandardMotorcycleSnatch,0.2,Weak Match,0.147,1,3,ROUTINE RECORD: Interaction INT-0010 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-CC2D35A3,INT-0011,FUSED-INT-0011,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0011 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-EA4E56B6,INT-0012,FUSED-INT-0012,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0012 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-0016B8BD,INT-0013,FUSED-INT-0013,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0013 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-0C3DD16C,INT-0014,FUSED-INT-0014,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0014 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-0D92967B,INT-0015,FUSED-INT-0015,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0015 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-7D599586,INT-0016,FUSED-INT-0016,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0016 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-F777CD88,INT-0017,FUSED-INT-0017,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0017 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-EC387CCA,INT-0018,FUSED-INT-0018,StandardMotorcycleSnatch,0.4,Weak Match,0.2831,2,2,ROUTINE RECORD: Interaction INT-0018 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-4D3F6E15,INT-0019,FUSED-INT-0019,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0019 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-9231D443,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.2,Weak Match,0.1681,1,3,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-33EC8386,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-4F39D78B,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.2,Weak Match,0.1538,1,3,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-7488CE88,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.2,Weak Match,0.152,1,3,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-68A03A0B,INT-0005,FUSED-INT-0005,StandardMotorcycleSnatch,0.2,Weak Match,0.1391,1,3,ROUTINE RECORD: Interaction INT-0005 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-3AB07B27,INT-0006,FUSED-INT-0006,StandardMotorcycleSnatch,0.2,Weak Match,0.1461,1,3,ROUTINE RECORD: Interaction INT-0006 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-43172569,INT-0007,FUSED-INT-0007,StandardMotorcycleSnatch,0.2,Weak Match,0.1692,1,3,ROUTINE RECORD: Interaction INT-0007 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-FBD62355,INT-0008,FUSED-INT-0008,StandardMotorcycleSnatch,0.2,Weak Match,0.1809,1,3,ROUTINE RECORD: Interaction INT-0008 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-DA33EB68,INT-0009,FUSED-INT-0009,StandardMotorcycleSnatch,0.2,Weak Match,0.1457,1,3,ROUTINE RECORD: Interaction INT-0009 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-B1343140,INT-0010,FUSED-INT-0010,StandardMotorcycleSnatch,0.2,Weak Match,0.147,1,3,ROUTINE RECORD: Interaction INT-0010 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-B81251C3,INT-0011,FUSED-INT-0011,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0011 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-312D217A,INT-0012,FUSED-INT-0012,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0012 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-A8085C63,INT-0013,FUSED-INT-0013,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0013 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-DCB674CA,INT-0014,FUSED-INT-0014,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0014 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-816D0F01,INT-0015,FUSED-INT-0015,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0015 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-5DEB1311,INT-0016,FUSED-INT-0016,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0016 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-FA27738E,INT-0017,FUSED-INT-0017,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0017 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-F1192F9D,INT-0018,FUSED-INT-0018,StandardMotorcycleSnatch,0.2,Weak Match,0.1415,1,3,ROUTINE RECORD: Interaction INT-0018 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-9249D586,INT-0019,FUSED-INT-0019,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0019 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-02873D35,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.2,Weak Match,0.1681,1,3,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-0EB80E90,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-EDFA7BC4,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.2,Weak Match,0.1538,1,3,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (20%). No immediate forensic action required.
